Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
1,Westie,84,231,147,2,7,0,0,1,2,1,1,1,1,1,0,41326,5f1832bd05176e376a924129676f4f2f,0,"Looking for good home. Good with family and young children / older folks.Kept indoors. Toilet trained and understand basic commands. Available for adoption as toddler developed severe allergic and respiratory reaction to animal dander and don't wish to leave the 4-legged kids outside the house. Neutered, vaccinated and dewormed. Chipped and with MKA cert",bd7bae691,2,0
1,White Chihuahua,6,60,0,1,7,0,0,1,3,1,1,1,1,1,0,41401,028d3698b257790e39cee7f18e7851a6,0,"This puppy has been adopted and will go Adam and his family in Johor Bahru on Friday, 7 September. 这小狗已经被领养了。周五,九月7日他的新主人(Adam)将来取它回新家。",ba4811f35,1,0
1,White Poodle,48,179,0,2,7,0,0,2,2,3,1,3,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,Please contact Jocelyn at if keen to take home this pure white Poodle. Friendly and sweet natured.,aece30836,3,0
1,Whitey,1,206,189,1,1,5,7,1,2,2,2,2,1,1,0,41326,966edbab6abf83106b0b9fdde1922975,0,"Whitey is an adorable, 3 week old puppy looking for a kind new owner to give him tender love and care. He loves sleeping and often plays around. He can be a really good friend and a good home is what he deserves. I am looking for someone who can adopt my puppy; Whitey, and treat him as part of the family from young til' he reaches an older age & make sure that Whitey will never be left forgotten at all times. Once adopted, pictorial updates on him will be needed and forgo the need for regular house visits to check on him. Please do contact me if you are interested in giving Whitey a proper home. :)",90e582b0c,6,0
1,Wynn,72,205,207,1,1,6,7,1,3,1,1,1,1,1,200,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Wynn the Silky Tzu wandered into Ms. Lee's house on Christmas. He looked like he had not been groomed for months. Ms. Lee searched high and low for the owner but no one seemed to know about Wynn. Wynn is gentle, playful, and affectionate. He was passed to us to foster. He weighs 5.2kg (and now he weighs 5.8kg as of January 20). The vets said he's generally in good health. Tested for heartworm and results show negative. He's now on heartworm & tick prevention. We have just sent him for grooming and neutering. We charge an adoption fee of RM to cover for part of the vet fee + grooming charges. If you would like to adopt Wynn, please send us a message: describing the environment you are willing to provide him with and your experience with dogs. Please note that we strongly suggest 1-month trial where we will drop by to visit to see if Wynn is a good fit for your family. If it does not work out, Wynn must be returned to us. Please note that if you do not describe the environment you are willing to provide him with, we will not reply your email.",a8c19a325,9,0
1,Xabi,36,179,0,1,2,0,0,2,3,1,1,2,1,1,150,41401,8bb867760c90eac19fa0279fc72c62c7,0,My dog Xabi has been with us since September . He is a Mini Poodle and is full of energy. It's difficult for me because I will be working soon which require long hours and would not be able to give him the love and attention that he needs. I really do need to find a loving owner who is willing to take Xabi as their own and love him too. Although I am very sad to part with him but I know it is for the better because I know he will be with someone who can look after him and love him better :) note: he will be neutered before adopted Thank you for all the enquiries!,77a6f71e8,3,0
1,Xiao Bai,4,213,205,2,5,0,0,2,2,1,1,2,1,1,0,41326,016c990dbd956118df4407e14e8035de,0,"Active, And Super Cute, let's the picture explain its self~...whatsapp me for more pictures.",59e7b5f52,8,0
1,Xiao Huang,36,109,0,2,3,0,0,3,2,1,1,2,1,1,0,41326,d8a521b5424eb64acc71ac82ace5272b,0,"We bought Xiao Huang since she was 4 month's old from a breeder in Taiping. She is an active and playful dog. However due to some personal reasons which I do not want to disclose here, we have to give her up for adoption. It is a hard decision but we decided to re-home her with someone who have more time for her. Looking for a caring and dedicated owner (no breeder please) so that Xiao Huang have a better life. One thing to note, she has sensitive skin. Currently on fish and vegetarian diet otherwise she will have skin rashes. Those who wish to adopt, kindly come to my house to have a look before decide to adopt. Thanks.",adc3a477a,1,0
1,Yan Yan,84,109,0,1,3,0,0,3,2,3,1,2,1,1,200,41401,6fc93861519208884d133bc2f572d5f7,0,"kl kepong this dog i adopt from mpsj,thk want to find a friend to my own golden,but my golden dun like this dog always fighting with it. so i need to let go this dog.it is healthy,n playful like a kid,n very friend with kids,it is a very beutiful dog.if u feed outside home it also can become a guand dog. the fee is the rescue fee from mpsj.",2bf818d30,1,0
1,Young Female Rottie,24,189,189,2,1,0,0,2,1,1,1,2,1,1,0,41401,78ec79634d350f6850fdd4a335cab431,0,"A young female Rottweiler is looking for her forever home.approximately 2-3 years old. friendly & loving. for further details & viewing, Please contact Thanks.",c1d58a395,0,0
1,Yoyo,60,240,0,2,1,2,0,1,3,1,1,1,1,1,280,41326,001e42763024f9d4abe31e79472b1827,0,"Yoyo is 5 yrs old, female, spayed. She can be quite a noisy dog. Small sized but big character. Must be an indoor dog. She is now shaved down.",6b10d4880,2,0
1,Yuan Yuan,91,205,0,2,2,7,0,1,2,1,1,1,1,1,0,41401,57e5d52d979185d16bdf19537e444187,0,Playful and friendly pure shih tzu breed. Nice marking and healthy. Owner give up to take care as reach the limit and can't spend more time to take care her due to kids and work. Looking for serious adopter who need companion and able to spend more time with her,ddc628647,1,0
1,ZACK,73,189,0,1,1,2,0,3,2,1,1,2,1,1,0,41326,fb5fcaa22b37ae50eb431e586ed6763b,0,"Zack is my own breed line, well trained and very friendly, good to keep as pet and guide dog as well. He is pure breed from famous world champion BRONKO OD DRAGICEVICA blooline. Looking for experience dog lover and sweet home for him.",4b4f32911,1,0
1,Zara,3,103,213,2,1,0,0,2,2,1,1,2,1,1,0,41326,d4a8b5e64cd89e2f055b505383a8ee7a,0,"""I'm a real black beauty aren't I? A kind person has been feeding my stray mama and papa and wants to find me a nice home. My mama is a beautiful spitz-golden mix and my papa is a big black dog that looks like a GSD mix. No one knows for sure what my heritage is so the humans are guessing for me, and they say real love requires no pedigree! I'm pretty big for my age so I'll grow up to be a medium or maybe large dog. Maybe we can be wrestling or cuddle buddies?"" Conditions for adoption: 1. No unnecessary tying/caging up. 2. Maintain medical needs (vaccinations, deworming, heartworm prevention etc.) 3. Neuter once old enough (approx 6 months). 4. Puppy-proof your compound. 5. Willing to train and tolerate typical puppy behaviour. 6. Love them unconditionally - puppies aren't toys, cherish them even after they outgrow their cuteness :) To help determine if you and the dog you're interested in are a good fit, would appreciate it if you could email/text a brief intro of yourself, your experience with dogs if any, your household situation (what type of home you live in i.e. landed or apartment, whether you have other family members/friends living with you etc.) and any other pertinent info.",8f2daa8e3,9,0
1,Zoey -,60,218,0,2,2,7,0,1,2,1,1,3,1,1,0,41326,8da7c141394b47fdb96c392bda97e4eb,0,"Zoey was rescued in April on MRR2 highway, suspected being abandoned, with severe malnutrition and maggots wound. She has completely healed now and has turned into a friendly, joyful and happy companion. Easy to handle as she is very gentle, do her biz outdoor (carporch) and not noisy. Please contact me if you are interested to give her a forever home. Tq.",9a3c966a9,4,0
1,Adorable Beagle,31,20,0,1,2,7,0,2,1,1,1,2,1,1,400,41326,6c57aabbc0b7fb978417d4fc836d96dd,0,Adorable 2.5 years old male Beagle for rehome as owner has left the country but could not bring this lil guy along We would prefer adopter with a small family and stays in landed property as Beagle requires space for exercise. Adoption fee applied. Please share this post even if you can't adopt him as we hope to find a new home for him asap. Thank you,30917edfa,1,1
1,Ah Boy,60,69,0,1,5,0,0,2,3,1,1,1,1,1,350,41336,66398324065e920d77ad0c3bc8e6ebeb,0,"Ah Boy was abandoned by his owner. He's a very intelligent, playful and well behaved doggie. He has a minor skin problem but if taken care well the skin problem will be solved. He loves to play ball very much. Requirements: -Must agree to bring him for yearly vaccination. -He needs to be neuter. -Must provide him regular nutritious and balanced meals. -Must have time to spend with him. -Do not caged or leashed him unless it is necessary. -Allow for home visits.. RM of adoption fees include vaccination, neutering, microchip and deworming. Only for serious adopter who can fulfill the requirements and able to treat him like your own child.",c1ed602f2,3,1
1,Ah Gurl,17,195,0,2,6,0,0,1,2,3,1,1,1,1,0,41326,7a22a977b447e38f94017409294d1932,0,"Female Schnauzer for adoption. She was found at the shoplot near mahkota cheras and it's been 2 weeks no one come yo claim her. So, she's up for adoption. Adopter must pay for the spaying fees (RM). She's active, barking when you put inside a cage (so no caging for her), know basic commands such as sit, down, hand, up. Adopter must stay in landed or pet-friendly condo.",5edf4d9bb,4,1
1,AH HEE,84,207,0,1,1,2,7,2,1,1,1,1,1,1,0,41327,13cb39790e38c60cc14f66f361cadf42,0,AH HEE 7 YR OLD SILKY TERRIER. FREE ADOPTION... TO FIND A NEW HOME FOR HIM,d5f80598c,2,1
1,Aki,8,128,0,2,2,7,0,1,1,1,1,2,1,1,0,41401,363e636ef3a26666e745894e5abfd8c9,0,"- house trained (still need reinforcement) - active, playful, intelligent, loyal, and obedient - two conditions: (i) Affectionate dog lover who lives in Petaling Jaya or Kepong. Expected to provide good food, good medical care, and a good shelter. (ii) Daily walk (minimum 30 mins) is a must.",bad338993,2,1
1,ALYSSA,24,42,0,2,1,7,0,1,1,1,1,1,1,1,350,41336,8f955b588a9e571d8e267cd73cdd8a45,0,"RM of Adoption Fees includes spaying, vaccination and microchip fees of the doggie. Anyone who is serious about adopting ALYSSA may contact us at . ---------------------------------------------------------------------------------------- Boxton Terrier tragically abandoned by irresponsible and cold-blooded ex-master in an alley! The cruel ex-master dumped this poor doggie, named Alyssa now, together with two sofas in an alley and poor Alyssa has been sitting on the sofa waiting for her master to come back for few days long…Some of the residents there are very dissatisfied with the emergence of Alyssa and was even planning to call to local council to trap and kill her, even though Alyssa is completely harmless. Alyssa has been taken away from that place by kind lady Xuu Koh and is currently fostered by our fosterer Mdm.Yap. Alyssa has been diagnosed with skin problems and her eye is suffering of minor injury, she’s still a very young doggie (around 2 years old) and we are looking for a new home for her. We need adopter who is % responsible and able to take good care of Alyssa.",cae004390,5,1
1,Amber,84,128,0,2,2,7,0,1,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Only for Klang Valley. Amber is a clever alert dog. She is a wire-haired jack russell terrier and needs regular grooming. She knows basic commands: come, sit, hand, roll and beg. Active dog who needs her daily walks or a big yard to run in. Loves attention. Calm and steady. No tying up or caging. Fully indoor and sleeps in the masters' room. Only for dog lovers who are active and has time to take her out for frequent outings. Landed property only, not suitable for high-rise. Please call if interested.",2ce1c6a93,5,1
1,Amme,60,82,0,2,2,7,0,2,1,3,1,2,1,1,350,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,"Rescue dog, comes with tick fever and skin problem, under treatment, female estimate 5 years old, not spayed. NOT toilet train yet. Wanted someone to really care of her, give her lot of attention, and time to train her. Adoption fee of RM will be charge to cover the medical fees. For more info, please contact, office hour: tue-fri 9am-6.30pm, sat-sun 10am-4.30pm.",170fa3d49,4,1
1,Anson,36,205,0,1,2,7,0,1,2,2,2,2,1,1,100,41401,2ec152f3753f2e2fffe5017d63f832ae,0,cute & adorable,ce0412bad,1,1
1,Ashley,30,69,0,2,2,0,0,2,2,1,1,1,1,1,350,41336,66398324065e920d77ad0c3bc8e6ebeb,0,"Ashley is a very super active and smart girl. She was abandoned by her owner. I couldn't take her in anymore as I have four dogs at home now. I hope I could find a good loving home for her. Requirements: -Must agree to bring her for yearly vaccination. -She needs to be spayed. -Must provide her regular nutritious and balanced meals. -Must have time to spend with her. -Do not caged or leashed her unless it is necessary. -Allow for home visits.. RM of adoption fees include vaccination, spaying and deworming. If you're able to give her a loving home, kindly contact me.",abc69ab7f,2,1
1,Aussie,6,152,213,2,1,7,0,1,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Small in size weighing abt 6kg now. she will be a small sized dog below knee height at full grown estimation of 8-9 kg at adulthood. lively, happy, active and loves food. they'll go all around u if u have food. Puppy is actually smaller then this pictures itself ===========================================] View all 3 of this puppy's siblings here Carly - MIlo -",348a982e2,5,1
1,Awesome,27,20,152,1,1,2,0,2,1,1,1,1,1,1,0,41326,9adc1e9df7ffa8ab0a0270210925cba2,0,"He puts up a front and acts mean in front of strangers but in actual fact, is a lovable and well-meaning dog. It all depends on how you approach him. He generally tends to bark at anyone that passes by the house (or if there's a cat or a noisy vehicle) but it's only because he's protective of the masters of the house. He's a well-groomed and active dog that needs a lot of exercise in the morning before you leave the house. If not, he has a nasty habit of chewing anything in sight. If you do intend to adopt him, I think it would be best to channel has energies by enrolling him in agility courses or even guard/watch dog training. He likes to play fetch with a ball and I like setting him loose leash in a safe open space to play and run around with him. He knows the basic commands but is not always obedient and tends to get distracted. Though when it comes to meal times, he will always obey! He needs a firm, stable, cool-headed and knowledgable ""pack leader"" that will give him the EDA (Exercise, Discipline, Affection) that I currently can't afford to give him. If you think you fit the description, please give me call to set up a viewing appointment!",707b0c535,5,1
1,Baby,6,60,0,2,2,0,0,1,1,1,1,2,1,1,500,41401,4f340a1981e0cf731b15c6dc0afe432c,0,If interested can pm me through WhatsApp The price is negotiable,b3f69b209,1,1
1,Baby,48,109,0,2,3,0,0,3,3,1,1,1,1,1,0,41326,f9730ff74b69faddca309d0e2ec6a9ac,0,* Looking for good family who can provide loving care and medical attention whenever needed * History: 1st owner :Golden girl was caged 24 hours for 3 years then rescued and rehome 2nd owner:Their baby is sensitive with dogs Therefore need to rehome again. T&C: Please have your full commitment before adopting this GR girl All potential adopters will go through a strict screening to prevent this GR to be rehomed for one home to another again. ** Kindly contact rescuer Adeline if you can give a good home to this GR girl **,fd9a060d7,3,1
1,Banny,36,205,0,2,2,7,0,1,3,1,1,2,1,1,250,41401,ea49dc4ec9b021db223aa730d4f2f082,0,"Rescued female shih tzu for adoption. Playful yet adorable dog. Able understand simple commands eg. Sit , shake hand, stand. Paper trained. Adoption fee of rm is charged for the purpose of spaying.",7f352f8dc,3,1
1,Beagle,72,20,0,2,2,4,7,2,2,1,1,3,1,1,0,41401,3babd92c93a7a4f4c72d6efe4cbf521b,0,"Beagle looking for a reliable and an owner who truly wants a friend/ companion rather than an owner who just wants to have a pedigree dog. The current owner is unable to care for the dog due to some personal reasons. Temperament: Dog is friendly, loves humans and does not bark. It gets along well with cats but not bigger dogs. The beagle loves to go on hiking trips but is not particularly demanding on daily walks.",4679d01e2,0,1
1,Bella The Female Rott,8,189,0,2,1,7,0,2,1,1,1,1,1,1,500,41326,60a6989a572b49eafa52999297ec8995,0,"Note: i. Abandoned since young. However has a sweet and lovely nature. Good with children and other dogs. ii. Adoption fee RM is for spaying + vaccination + microchipping iii. Her appointed Vet is in Shah Alam/Cheras Perdana. The adopter preferably from somewhere around that area.or someone who doesn't mind the travelling for the once a year annual vaccination. iv. She has hindlegs problem which is not visible now (a.k.a. she's still moving about and jumping around fine). The Vet will advice on the management upon adoption but adopter has to be mentally prepared especially when she reaches senior age. Daily walk is necessary to exercise her muscle. Thus she is not for 'busy' people. v. Direct adopter only, not for someone who is adopting for parents/brother/sister/husband/wife/children/friend...etc. Someone who can bear the full responsibility. Interested please drop me an email we can arrange for viewing.TQ",3b923cef0,1,1
1,Ben,49,109,0,1,3,4,0,3,2,1,1,2,1,1,0,41327,149cd770cf7ae82a76b995958204dd11,0,"We bought Ben when he was 4 months' old. He has been the love of our family since then. Due to personal reason, we have moved into an apartment where pets are strictly prohibited. Ben is friendly and great with kids. He is playful, active and obedient. He is smart and house-trained. He responded to commands such as ""come"", ""stay"", ""fetch"", ""off"", ""sit"", ""down"" etc.",fb8efea32,2,1
1,Benji,24,20,0,1,1,2,7,2,1,1,1,1,1,1,300,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Ms. Bee found Benji wandering in Bukit Tinggi, Klang on January 1, and posted online to look for his owner. She later passed Benji to us to foster while looking for his owner. If this is your Beagle, kindly provide proof of ownership (e.g. his photos, vet records etc). Please send us a message if you are looking for this Beagle.",7ddc32b12,1,1
1,Benji,48,128,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,73994dac4522282dbf6c988134124f3d,0,Male 4 yrs old Jack Russell,18286db6a,2,1
1,Bibi,11,141,0,1,5,0,0,3,2,1,1,2,1,1,0,41401,288ee63379f5373d9ddcf8e882c227bf,0,bibi actually is a very active and healthy dog.but i cant take care him anymore because i need to shift to other place . pls help me to take care him. Kindly contact me,5d8c4f66b,4,1
1,Bing Bing,30,195,0,2,6,7,0,1,2,1,1,2,1,1,0,41401,261d31a0feb026598f3a938d1bae0c8b,0,"SUPER DUPER URGENT!!! I have a 2 years old, Female Schnauzer looking for a forever home. She is very well taken off and gets along very well with people. She is friendly, beautiful & a playful dog. Due to the rules at my new condo, dogs are restricted. As a result, I can't take her with me anymore and they gave me LIMITED time to send her off. I'm indeed sad to let her go but I have no other ways. I'm really heart broken. :( Looking for dog lovers out there who has a great heart to adopt my sweetie. Seriously looking for a GOOD HOME ONLY. PM me ONLY IF you are serious in adopting my dog Kindly PM/What's app: (from 7am - 7pm ONLY!!) Thank you.",24488c53a,4,1
1,Bobby,84,205,0,1,2,5,7,1,3,1,1,1,2,1,0,41326,0477e713352d530285ae3003f0186623,0,"His previous owner not able to look after him anymore, and decided to board him in a clinic in Kinrara, Puchong. He is recovering from an attack from a bigger dog and improving very well. Interested party can call to arrange for a meeting. UPDATE on 14/5/: I've received quite a number of enquiries upon Bobby's adoptions, some even called at middle of night. KINDLY NOTE THAT BOBBY IS CURRENTLY BOARDED IN A CLINIC, FOR THOSE WHO ARE INTERESTED, PLEASE CALL DIRECTLY TO ARRANGE TO MEET BOBBY. WE WILL NOT ENTERTAIN ANY FORM OF SMS, IF YOU'RE KEEN, CALL NUMBER GIVEN, MAKE AN APPOINTMENT AND SHOW UP ON TIME, SIMPLE AS THAT. NO, WE DO NOT AND WILL NOT ENTERTAIN ANY WALK IN WITHOUT PRIOR NOTIFICATION TO MEET BOBBY. WE HAVE HAD VERY BAD EXPERIENCE WITH POTENTIAL ADOPTERS WHO NEVER WANT TO COMMIT, WALK IN DURING BREAK HOUR AND TERRORIZE THE CLINIC STAFF. STRICT INSTRUCTIONS HAD BEEN GIVEN NOT TO ENTERTAIN ANY WALK INs, BE NOTE OF THIS.",04e7d89c0,1,1
1,Bobo,51,205,0,2,2,7,0,2,1,1,1,1,1,1,188,41326,ccfbbfebc9c4297082a6be924c19c6de,0,"This shih tzu having under control skin problem...doctor said it can be fully recover just need time, care n patience.If u interested to adopt it please make sure u will take good care of it~ Most important is must try to treatment it skin problems...only patience, love dog person please...just wish to find it a warm n sweet home. Contact me by Watsapp or Wechat ONLY...too much calls really disturbing me.Thanks.",f584e226b,2,1
1,Bobo(abandoned Male Poodle/terrier),24,179,218,1,2,0,0,1,2,1,1,2,1,1,50,41326,5d2a1647be19aea73b3698b2c4a9ff8f,0,"We found this poodle mix in a drain near our house, kept him for a week and no one seems to be looking for him. Due to certain reason, we are unable to keep him anymore. Therefore, we are putting him up for adoption, or looking for someone who is willing to shelter him until he is able to find new owner. If you are interested in keeping him, please call. Ms Chew",4106b7290,5,1
1,Boey,3,173,75,2,7,0,0,2,1,2,2,2,1,1,0,41401,9a50c5d66f407a71f04cb6e0ef08c929,1,"Somebody dumped this puppy in a neighbourhood where DBKL comes daily to catch stray dogs. She is very docile, gentle, friendly. Desperately need a home ASAP, before DBKL dog catchers get their hands on her. Please adopt, if not please share.",51196cf13,4,1
1,Boiboi,84,192,0,1,7,0,0,3,3,1,1,3,2,1,280,41401,9b377970a3f31a324a8886af9ff9c464,0,"Beautiful, gentle, affectionate rescued samoyed for adoption, require landed property and have to stay indoor, must be a dog lover. Have some hip problem, otherwise he's a loving dogs",7ba2a5c50,2,1
1,Bonnie,12,213,0,2,1,2,7,2,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Bonnie has soft white fur, with cute markings on her foxy face. She is friendly and very playful. Owner is moving away and has to give her up. Needs to look for a home with no other dogs.",3ef5f0537,3,1
1,Bosco The Bulldog,52,49,0,1,1,2,7,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Only For KLANG VALLEY. Bosco is a gentle and quiet dog. His owner wants to find him a loving home as he is being bullied by the other dogs at home and they can't spare enough time to spend with him. He is generally obedient and loves people. Adopter must have time for him, and best to have him indoor or in a cool shady place as bulldogs are prone to heat stroke. He doesn't run out when the gate opens. Loves going for walks and usually does his poo and pee. DOB: May . Weight: 18 kgs. Health: overall healthy but currently on ear drops for infection. He is born with inward eyelids, so his eyes get irritated easily leading to tearing and eye shit. Will need daily eye wiping with a soft cloth. No tying up or caging. Adopter will have to pay for medical fees. Please call if interested.",c7e61f3c2,4,1
1,Boy Boy,17,205,0,1,1,2,7,2,3,1,1,2,2,1,350,41401,9238e4f44c71a75282e62f7136c6b240,0,"Boy boy were abandoned by his first owner, then someone rescue him and took him home, due to long hours in cage and burn under the hot sun outside the house he start to have a skin problem and minor injury on his hind leg, and it's going to cost lot of money for his surgery, so his second owner's not going to pay on him anymore and the vet suggest to put him to sleep, i took him home with me, and sent him to another vet. Now his hind leg is recovering by itself after someday, the vet has picked a special dog biscuit to rebuild his leg's go strongly and medicine as well, now he can with or without surgery only his weight should be in under control. Now he's a super healthy playful dog just like normal, and is ready up for adoption, hope to find him a good master and WILL NOT abandon him anymore, if you really do get interested to adopt this poor dog and for more details plz do contact or sms me, and make time to view him, thanks!! ( boy boy is free, the price are pay for his medication fees )",5b9bed882,14,1
1,Bruno,120,189,0,1,1,0,0,3,3,1,1,2,1,1,0,41401,891ea83fd4fa94d4471b77805ddb4d10,0,"Bruno is an amazing dog with lots of love and he has a look that will just make you melt when you see him. I had him since he was a puppy but because I am moving, I am unable to bring Bruno along. I am looking for someone who loves Rottweilers and will love him as much as my family have been for the past 10 years.",fdb03c163,2,1
1,Buddy,48,109,0,1,3,0,0,3,2,1,1,2,1,1,250,41326,a02787be70bbd76c80b63a194bdf1a57,0,The future owner must willing to pay RM for the neutering fee.,f89c6f6a6,1,1
1,Butter,17,49,0,2,7,0,0,1,1,1,1,2,1,1,0,41326,39e0becfe7fe8d4089b585a05148dfa7,0,Friendly with human and dogs.,a47931d69,2,1
1,Button,84,128,0,2,2,7,0,2,1,1,1,1,1,1,0,41401,1c46c895451e5968438b79da983f80f6,0,Button is a loving pet. She is adorable and energetic pet. If you are interested to adopt her please whatsapp me.,fc43d7ddb,1,1
1,Caesar,11,189,0,2,1,2,0,3,1,1,1,1,1,1,400,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Caesar was named after a late (male) Rottweiler - even though she's a female Rottweiler. Caesar is up for adoption as the owner is currently suffering from back injury and could not spend enough time to bring her out for walks and see to her needs. Caesar will be spayed and the adoption fee of RM is to cover for spaying fee, blood test, general check up. She is currently on tick prevention & heart worm prevention (Feb & Mar ). Caesar is NOT a guard dog. She does bark at strangers at the gate occasionally. She's friendly and is very energetic. She plays with anyone. She loves charging and jumping (which may not be suitable for households with small kids - unless with strict supervision and discipline). Caesar is still a puppy, without proper exercise, she is rather destructive (she chews slippers, auto gate cable, car bumper when left unsupervised). With sufficient exercise, she maintains a clean record for the past 3 weeks with us (she did not destroy anything at all). If you are willing to provide her with a good home, please contact me by leaving me a message. We prefer to re-home her to a new home within Klang Valley. Please describe: (1) Your experience with dogs (if any) (2) The environment you intend to provide her with (no cage, no unnecessary tie-up) (3) Please state if you agree to a 1-month trial in which we will visit once or twice to see if it is a good match Please note that those who do not describe the 3 key points will not get a reply from us. Thank you. 不答复以上三项要求者，将不会得到任何回复。 Sesiapa yang tidak jawab ketiga-tiga permintaan di atas, tidak akan menerima sebarang jawapan daripada kami.",81ea0e01a,7,1
1,Casper,12,111,0,2,1,0,0,4,1,1,1,2,2,1,0,41401,64cab7e12961c2929700559615bc8488,0,"She is a pure Great Dane. Black in colour. I am giving her away because I wont be able to take care of her skin problem. She is infected with dermotex. Pls call me or sms if there is anyone who is willing to adopt her. Urgent reply pls. If I am not able to find casper a home, I am considering to put her to sleep which would be my last resort option.",437b06047,3,1
1,Cattle Dog Puppy 1,0,56,72,1,1,2,7,1,2,2,2,2,1,1,250,41326,605a73ef7c61019aa0d9784518597b1d,0,hi... helping my fren to find adopter to his puppies... puppies are very healthy... puppies adoption fees include spayed fees for the mom dog... if interested pls do call or whatsapp me..,ebb74d225,10,1
1,Chen-chen,72,205,0,1,2,6,7,1,3,1,1,1,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,"Chen-chen is a healthy, loving,chubby, naughty,super cute, lively, cutie, happy and handsomey dog, ever ready for his new home. For serious adopters only.",574919b00,11,1
1,Cheska,96,205,0,2,5,0,0,2,2,1,1,1,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,Friendly,9981e5f29,2,1
1,Chi Chi,108,207,0,2,1,2,0,1,3,1,1,1,1,1,0,41326,2864803699884df90ac135583b02ec70,0,HIS SENIOR DOG IS ELIGIBLE FOR FREE BASIC GROOMING FOR LIFE AT OUR DOGGIE DOOS SALON! We have over sixty gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochrescue.org,7dfa4e393,2,1
1,Chib,36,60,128,2,2,7,0,1,1,1,1,3,1,1,250,41326,d4a8b5e64cd89e2f055b505383a8ee7a,0,"If contacting by phone, SMS/WHATSAPP only please. ""Hey there! A nice lady found me in Nilam Terraces in Puchong sometime in end April. She asked the neighbourhood guards about me but no one knew who I belonged to and the guards said I'd been wandering around for 2 weeks. The nice lady posted flyers around the area and asked all the Puchong vets about me but after 3 weeks no one has claimed me. So my carer who has a fondness for anime decided to call me Chibi (""small"" in Japanese) and help me look for a new home. I may be small in stature (only 6kgs!) but will readily bark to alert you to someone at the door! I love to be snuggled - belly rubs are the best! I'm good with other dogs and like playing with small to medium dogs. I have sensitive skin so I hope my human will feed me a good quality diet. I do my potty on the grass or near drainhole covers - my carer thinks I was previously an indoor dog and perhaps potty trained to wee in the bathroom :) Since my past is unknown, I haven't been sent for neutering but please do the responsible thing and spay me after I go on heat if that happens. I'd really like to spend many happy days cuddling on the couch with someone who will tickle my ears and kiss my little apple head - are you the one for me?"" Conditions for adoption: 1. No unnecessary tying/caging up. 2. Maintain medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 3. Adoption fee of RM to partially cover vaccination, deworming, heartworm test/prevention, tick + flea prevention and skin treatment. 4. If she is found to be intact (i.e. goes on heat), spay after her heat cycle ends. 5. Allow visits in the initial stages of adoption to ensure dog is adjusting well - for this reason adopters residing in Klang Valley are strongly preferred. 6. Unconditional love :) To help determine if you and the dog you're interested in are a good fit, would appreciate it if you could email with: - A brief intro of yourself - Your experience with dogs if any - Your household situation (what type of home you live in i.e. landed or apartment, whether you have other family members/friends living with you etc.) - Any other pertinent info that will help match you with the right pooch :)",43b277272,6,1
1,Chi-haha (Min. Pin Mix Small Breed,2,152,0,1,1,2,0,1,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,These 4 puppies were abandoned at the nearby stalls in Klang. Not sure of their background but they are 2 months old and will grow small size below 10kg at full grown. Miniature pinscher mixed.. and miniature pinscher can be quite yappy so not really suitable for condo or apartment.. but definitely a small breed indoor dog. 3 males 1 female. adopters must be willing to neutered at 5-6 months of age.,ed6684f3a,6,1
1,Chloe,84,20,0,2,1,2,7,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Chloe is a tri-color beagle. She is an active, healthy and sweet dog. Able to fit into any family and great for kids. Owner has to give her up due to health reasons. Please give her a loving home. No tying up or caging. Please call if itnerested. Going back to owner.",6caab3194,4,1
1,Chloe,15,147,0,2,7,0,0,1,2,1,1,1,1,1,0,41326,9acf936409e198ad07590fde0c77365e,0,Chloe is a Maltese with white fur. She loves to play and relatively active. Good with children. She knows how to poop and pee in her tray lined with newspaper. Her previous owner has migrated. She is looking for a new home and family who will love her and take good care of her.,230d5d85c,2,1
