Id,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,AdoptionSpeed
6619,2,5,266,0,2,1,2,7,1,1,1,1,1,1,1,0,1
6620,1,2,307,0,2,1,2,0,2,1,2,1,2,2,1,150,1
6621,1,4,307,0,1,2,0,0,2,1,1,1,2,1,1,0,1
6622,1,1,307,0,2,4,7,0,2,2,2,2,2,1,1,20,0
6623,2,2,265,0,3,2,4,6,1,2,2,2,2,1,3,0,0
6624,1,9,307,0,2,1,2,7,2,2,1,1,1,1,1,0,0
6625,2,1,265,0,1,1,6,0,1,2,2,2,2,1,1,0,0
6626,1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,0
6627,1,50,109,0,1,3,0,0,3,3,1,1,2,1,1,0,0
6628,1,1,307,0,3,1,2,5,2,2,2,2,2,1,4,0,0
6629,2,2,265,0,1,1,7,0,2,2,2,1,2,1,1,0,0
6630,1,8,205,218,2,1,7,0,1,3,2,2,1,1,1,0,0
6631,2,5,266,0,2,1,7,0,2,1,1,1,2,1,1,0,1
6632,2,3,265,0,3,3,7,0,1,2,2,2,2,1,2,0,0
6633,1,2,307,307,2,1,2,7,2,1,2,2,2,1,2,0,0
6634,1,2,307,0,3,1,2,7,2,2,1,1,2,1,2,0,0
6635,1,24,50,0,3,2,0,0,3,1,3,3,3,1,2,0,0
6636,1,36,109,0,1,3,5,0,3,2,1,1,2,1,1,500,1
6637,2,2,265,0,1,4,7,0,2,2,2,3,2,1,1,0,0
6638,2,4,266,0,1,2,3,7,2,1,1,1,2,1,1,0,0
6639,1,2,307,0,2,5,7,0,2,1,2,1,2,1,1,0,0
6640,2,2,266,0,1,3,0,0,1,1,2,1,2,1,1,0,0
6641,1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,200,1
6642,2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,0
6643,2,4,266,0,3,4,6,7,2,2,1,1,2,1,2,0,0
6644,1,48,307,0,2,2,7,0,2,2,1,1,3,1,1,0,0
6645,1,2,307,189,2,2,7,0,2,1,2,2,2,1,1,0,0
6646,1,2,307,0,3,1,0,0,2,1,2,2,2,1,4,0,1
6647,2,4,266,0,1,1,6,7,2,1,1,1,2,1,1,10,0
6648,2,1,265,0,1,4,5,7,3,2,2,2,2,1,1,0,0
6649,1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0
6650,2,1,15,0,1,1,7,0,1,1,2,2,2,1,1,0,1
6651,2,6,289,0,1,6,0,0,2,2,2,1,2,1,1,150,0
6652,1,1,141,128,3,1,2,0,2,1,2,2,2,1,6,0,1
6653,1,24,75,0,1,1,2,0,1,1,2,2,2,1,1,20,0
6654,1,2,307,0,2,1,5,0,2,1,1,1,2,1,1,0,1
6655,1,1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,1
6656,1,24,307,0,1,2,0,0,2,2,3,3,3,1,1,0,1
6657,1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,0
6658,1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,1
6659,1,6,307,307,2,1,2,0,1,1,1,1,3,1,1,0,1
6660,2,2,266,0,1,2,4,5,1,1,2,2,2,1,1,0,0
6661,2,5,266,251,1,1,0,0,2,2,1,1,2,1,1,120,1
6662,1,12,307,0,2,2,0,0,2,1,1,1,3,1,1,0,1
6663,2,11,266,0,1,1,7,0,2,1,1,1,1,1,1,0,1
6664,1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,0
6665,2,10,266,0,1,2,3,0,2,1,1,1,1,1,1,0,1
6666,1,123,20,0,2,1,4,7,2,1,1,1,1,1,1,0,1
6667,1,2,109,24,3,1,7,0,2,3,2,2,2,1,3,0,0
6668,1,7,307,0,1,2,0,0,1,1,1,2,1,1,4,0,0
6669,1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,1
6670,1,1,307,0,1,2,0,0,2,2,2,2,2,1,1,0,0
6671,1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,0
6672,1,5,307,0,2,2,6,0,2,2,3,1,2,1,1,0,1
6673,1,4,307,0,2,1,2,7,2,1,1,1,1,1,1,0,1
6674,2,2,265,0,1,1,2,6,2,2,2,1,2,1,1,50,1
6675,1,3,307,307,2,3,5,0,2,2,1,1,2,1,1,0,1
6676,1,36,205,0,2,7,0,0,1,3,1,1,2,1,1,0,0
6677,1,3,307,0,1,2,0,0,2,2,3,3,3,1,1,0,0
6678,2,36,266,0,1,2,5,0,2,1,3,3,3,1,1,0,1
6679,1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,50,1
6680,1,12,103,206,1,1,7,0,3,3,1,1,2,1,1,400,0
6681,2,2,266,0,2,1,2,7,1,1,1,1,2,1,1,0,0
6682,1,5,78,307,1,1,2,0,2,1,1,1,2,1,1,0,0
6683,2,4,266,0,2,3,6,7,1,1,1,1,2,1,1,0,0
6684,1,2,307,0,2,1,0,0,2,1,1,1,2,2,1,0,1
6685,2,2,266,0,3,1,4,7,2,1,2,2,3,1,4,0,1
6686,2,6,266,0,2,1,2,5,2,1,2,2,2,1,1,0,1
6687,2,3,247,0,1,2,7,0,2,2,2,2,2,1,1,0,1
6688,2,5,285,0,2,5,7,0,2,1,2,2,2,1,2,0,1
6689,2,5,266,0,2,1,2,7,2,1,3,3,2,1,1,0,0
6690,2,10,266,0,1,1,7,0,3,1,2,2,2,1,1,0,0
6691,1,6,307,0,1,2,0,0,1,1,1,1,2,1,1,0,1
6692,2,2,292,265,1,3,4,0,1,2,2,2,2,1,1,0,0
6693,2,3,266,0,1,1,3,6,1,1,1,1,2,1,2,30,1
6694,1,3,141,307,2,2,7,0,2,1,1,1,2,1,1,0,1
6695,1,3,307,0,2,2,0,0,2,2,3,1,2,1,1,100,0
6696,1,1,307,0,3,1,2,7,1,1,1,3,3,1,6,0,1
6697,1,3,76,307,1,1,7,0,2,1,1,1,3,1,1,0,0
6698,1,2,88,307,2,2,7,0,2,1,3,3,2,1,1,0,1
6699,1,1,307,0,3,1,2,0,3,1,2,2,2,1,4,0,0
6700,2,19,266,0,2,3,7,0,3,1,1,1,1,1,1,0,0
6701,1,6,18,192,2,2,0,0,3,2,1,1,1,1,1,0,1
6702,2,3,266,0,1,3,0,0,2,1,2,2,2,1,1,0,1
6703,1,4,307,307,3,2,7,0,2,2,1,1,2,1,2,0,1
6704,1,1,307,0,2,1,3,5,2,2,2,1,2,1,1,50,0
6705,1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,0,1
6706,1,18,307,0,1,2,7,0,2,1,1,1,1,1,1,0,1
6707,1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0
6708,1,1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,0
6709,1,12,167,0,2,7,0,0,1,2,1,1,3,1,1,0,0
6710,1,9,182,0,2,1,5,0,2,1,1,1,2,1,1,500,0
6711,1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0
6712,2,30,299,265,1,5,0,0,4,2,1,1,1,1,1,0,1
6713,1,12,109,179,1,2,7,0,2,2,1,1,2,1,1,0,0
6714,2,2,266,0,2,5,7,0,1,1,2,1,2,1,1,0,0
6715,1,3,109,307,1,2,0,0,3,2,3,3,2,1,1,0,0
6716,2,11,266,266,1,4,7,0,2,1,1,1,2,1,2,200,1
6717,2,2,266,0,3,4,7,0,1,1,2,1,2,1,2,0,1
6718,2,1,265,0,2,1,6,7,2,2,2,2,2,1,1,0,0
6719,2,6,266,0,1,4,7,0,2,1,1,1,1,1,1,100,1
6720,2,9,266,0,2,1,5,7,2,1,2,2,2,1,1,0,1
6721,2,1,276,285,3,1,2,3,3,3,1,1,2,1,3,300,0
6722,1,132,195,0,2,1,0,0,1,1,1,1,1,1,1,0,1
6723,1,55,20,0,1,1,2,7,2,1,1,1,3,1,1,80,0
6724,2,3,266,0,2,2,6,7,2,1,1,1,2,1,1,0,0
6725,1,24,128,0,1,2,7,0,2,1,1,1,2,1,1,0,0
6726,1,1,307,0,3,1,2,6,3,2,2,2,2,1,9,0,1
6727,2,9,292,292,2,1,5,7,2,2,2,2,2,1,1,200,1
6728,1,3,307,0,1,2,0,0,2,2,3,3,3,1,1,0,0
6729,2,7,266,0,2,2,5,0,2,2,1,1,2,1,2,0,1
6730,1,24,205,0,2,1,7,0,1,3,1,1,1,1,1,0,0
6731,1,2,307,0,3,2,5,0,2,1,2,1,2,1,5,0,1
6732,2,3,269,266,3,1,4,7,2,1,2,2,2,1,7,0,0
6733,1,2,307,0,1,5,0,0,2,1,1,1,2,1,1,0,1
6734,2,1,243,0,3,6,0,0,1,1,3,3,3,1,2,0,0
6735,1,36,307,0,2,7,0,0,2,1,1,1,1,1,1,0,0
6736,2,11,303,266,2,1,2,7,2,1,1,1,1,1,1,100,1
6737,1,4,307,0,2,3,7,0,2,1,2,2,2,1,1,0,0
6738,2,5,274,0,1,6,7,0,2,2,2,1,2,1,1,0,0
6739,2,5,266,266,2,2,6,7,1,1,1,1,2,1,1,0,0
6740,2,4,265,265,1,1,7,0,2,2,2,1,2,1,1,0,1
6741,2,2,265,0,3,1,7,0,2,2,1,1,2,1,3,0,0
6742,2,9,279,0,2,1,0,0,2,3,1,1,2,1,1,500,1
6743,2,3,265,0,2,6,7,0,2,2,3,1,3,1,2,0,1
6744,2,1,266,0,2,3,5,0,2,2,2,2,2,1,1,60,1
6745,1,2,307,0,3,1,7,0,2,1,1,1,2,1,2,0,1
6746,2,3,266,0,1,1,2,7,1,2,2,2,2,1,1,0,0
6747,2,2,266,265,3,1,6,0,1,2,2,2,2,1,2,0,1
6748,1,20,307,0,2,3,0,0,2,1,1,1,1,1,1,0,1
6749,1,1,307,0,2,2,5,7,2,1,2,1,2,1,3,0,0
6750,2,3,266,0,3,1,2,6,1,1,2,1,2,1,4,0,1
6751,2,3,247,243,1,4,7,0,1,2,3,3,3,1,1,200,1
6752,2,4,265,266,3,2,6,0,1,2,2,2,2,1,2,0,1
6753,2,6,266,0,2,2,3,0,2,1,2,2,2,1,1,0,0
6754,1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,1
6755,2,24,265,0,2,5,7,0,2,2,1,3,1,1,1,0,0
6756,2,2,264,0,3,1,2,0,3,3,2,2,2,1,4,0,1
6757,1,3,141,307,1,1,0,0,2,1,1,1,2,1,1,270,0
6758,1,4,307,0,2,4,7,0,2,1,2,1,2,1,1,0,1
6759,1,2,307,0,3,1,2,0,2,2,2,2,2,1,4,0,1
6760,2,2,266,0,2,3,0,0,1,1,1,1,2,1,2,115,0
6761,2,18,265,0,2,1,3,7,2,2,1,2,2,1,1,0,1
6762,2,1,276,264,3,1,5,6,1,3,2,2,2,1,3,0,1
6763,1,1,307,0,3,1,7,0,2,2,2,2,2,1,7,0,1
6764,1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,0
6765,2,3,265,0,2,2,4,0,1,2,2,2,2,1,1,0,0
6766,1,2,307,0,2,1,2,7,2,2,2,2,2,1,3,0,0
6767,2,3,266,0,1,5,7,0,1,1,1,1,2,1,1,0,0
6768,1,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,1
6769,2,3,266,0,2,3,4,7,1,2,2,2,2,1,1,0,0
6770,1,1,307,0,3,1,2,7,2,2,1,1,2,1,5,0,1
6771,2,7,265,0,2,1,2,4,2,2,2,1,2,1,1,0,1
6772,2,20,276,266,1,1,0,0,3,2,2,1,2,1,1,150,1
6773,1,36,205,205,1,2,5,0,1,3,1,1,1,1,2,0,0
6774,1,1,307,0,2,2,5,0,2,1,2,2,2,1,1,0,0
6775,1,3,307,0,1,1,7,0,2,1,1,1,1,1,1,0,0
6776,2,2,265,0,2,5,7,0,1,2,2,2,2,1,1,0,1
6777,1,2,189,307,2,1,7,0,3,2,1,1,3,1,1,0,0
6778,1,2,307,103,2,1,2,7,2,2,1,1,1,1,1,10,0
6779,2,0,266,0,3,1,4,7,1,1,2,2,2,1,4,100,1
6780,2,2,266,0,3,1,4,7,2,1,2,1,2,1,2,0,1
6781,2,1,266,265,2,2,3,5,1,1,3,3,3,1,1,0,1
6782,1,18,307,307,2,1,5,0,2,2,2,2,1,1,2,0,1
6783,2,12,266,0,1,6,7,0,2,1,2,1,1,1,1,0,1
6784,2,7,283,0,2,1,0,0,2,1,1,1,1,1,1,0,0
6785,2,5,292,265,1,2,5,0,2,2,2,2,2,1,1,50,0
6786,1,1,307,0,3,2,7,0,2,2,2,2,2,1,7,0,1
6787,1,4,72,307,2,2,7,0,2,1,1,1,2,1,1,0,1
6788,1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,1
6789,2,2,247,264,3,1,2,6,1,3,2,3,2,1,3,0,0
6790,1,1,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0
6791,2,6,299,0,1,2,3,5,2,1,2,1,2,1,1,0,0
6792,2,3,243,0,3,6,7,0,1,1,2,2,2,1,2,0,0
6793,1,62,20,0,1,1,2,7,1,1,1,1,1,1,1,0,1
6794,1,1,307,307,3,2,0,0,3,1,2,2,2,1,3,0,1
6795,1,12,307,0,2,2,0,0,1,2,1,1,2,1,1,80,1
6796,1,54,109,0,1,3,0,0,3,2,3,3,2,2,1,0,1
6797,2,12,266,272,2,4,6,7,1,1,1,1,1,1,1,0,1
6798,1,36,179,207,2,5,0,0,2,2,1,3,1,1,1,0,0
6799,1,1,307,307,3,1,4,7,2,1,2,2,3,1,5,0,0
6800,1,2,307,307,3,1,4,7,2,1,2,1,2,1,2,0,1
6801,2,6,266,0,2,2,7,0,2,1,1,1,2,1,1,0,0
6802,1,0,307,0,2,4,7,0,1,2,2,2,2,1,1,0,0
6803,2,24,285,0,2,3,4,7,2,2,3,3,2,1,1,0,0
6804,1,12,307,0,1,2,7,0,2,2,3,3,3,1,1,0,1
6805,1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0
6806,1,3,307,0,2,5,0,0,2,2,2,2,2,1,1,0,1
6807,2,4,266,0,1,1,2,0,2,1,2,2,2,1,1,0,1
6808,1,56,307,307,2,1,2,0,2,2,1,2,2,1,2,0,1
6809,2,2,266,0,2,4,0,0,3,1,2,1,2,1,1,0,0
6810,2,1,266,0,3,2,3,4,2,1,2,2,2,1,7,0,1
6811,1,2,307,0,1,1,2,0,1,2,2,2,2,1,3,0,0
6812,1,2,307,307,1,2,0,0,2,2,2,1,2,1,1,0,1
6813,1,24,69,0,2,3,5,0,2,2,3,3,3,1,1,100,0
6814,1,2,307,307,1,5,0,0,2,2,2,1,2,1,1,0,0
6815,1,24,179,0,1,5,7,0,1,1,3,3,2,1,1,0,0
6816,2,4,285,265,2,1,3,0,1,2,2,1,2,1,1,200,0
6817,2,3,265,0,2,3,4,0,1,2,1,1,1,1,1,0,0
6818,2,36,299,0,2,2,0,0,2,1,1,1,1,1,1,0,1
6819,2,4,266,0,2,3,7,0,2,2,3,1,2,1,1,0,1
6820,1,22,119,103,1,1,6,7,2,1,1,1,2,1,1,0,0
6821,2,8,299,0,2,3,0,0,1,2,2,2,2,1,1,150,1
6822,2,24,254,0,3,1,3,4,2,1,1,1,1,1,5,0,1
6823,2,2,266,0,2,1,2,0,1,1,2,1,2,1,1,0,0
6824,1,1,307,200,2,2,0,0,2,1,1,1,2,1,1,350,1
6825,2,6,265,0,1,1,7,0,2,2,3,3,3,1,1,0,0
6826,1,8,141,307,3,1,0,0,2,1,1,1,2,1,2,0,1
6827,1,1,307,0,3,2,5,7,2,2,2,2,2,1,8,0,1
6828,1,2,117,307,2,1,2,0,2,1,2,1,2,1,1,0,0
6829,1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,80,0
6830,1,30,179,0,2,5,7,0,2,1,1,1,2,1,1,0,0
6831,2,5,265,0,2,1,4,7,2,1,3,3,2,1,1,0,1
6832,1,11,307,0,1,1,2,7,2,1,1,3,2,1,1,0,0
6833,1,3,307,0,2,1,5,0,2,1,3,3,3,1,1,0,1
6834,2,1,266,265,2,1,2,6,2,1,2,2,2,1,1,0,0
6835,2,2,306,266,1,1,7,0,1,1,2,1,2,1,1,0,0
6836,2,2,265,0,3,4,5,7,2,2,2,1,2,1,6,0,1
6837,1,12,307,0,2,2,7,0,2,1,1,1,1,1,1,250,1
6838,1,1,307,0,3,2,5,7,2,1,3,3,3,1,3,100,1
6839,1,36,307,0,1,1,2,0,2,2,1,1,2,1,1,0,1
6840,1,2,307,0,2,1,2,3,2,2,2,1,2,1,3,0,1
6841,1,2,307,0,1,6,7,0,1,1,1,1,2,1,1,0,1
6842,1,3,239,307,1,2,0,0,2,1,3,3,2,1,1,0,1
6843,2,5,266,0,2,1,4,6,2,1,2,1,2,1,1,0,1
6844,2,2,265,0,1,4,0,0,3,2,2,1,3,1,1,40,0
6845,1,9,307,0,1,1,7,0,2,1,1,1,1,1,1,0,1
6846,2,48,242,266,1,1,7,0,3,1,1,1,1,1,1,20,0
6847,1,2,307,0,2,7,0,0,2,2,1,1,2,1,1,0,1
6848,1,5,141,0,2,1,0,0,2,1,1,1,2,1,1,0,0
6849,2,5,266,0,2,1,6,0,1,1,2,2,2,1,1,0,0
6850,1,12,307,0,1,2,3,5,2,1,2,2,2,1,1,0,1
6851,1,4,141,307,1,5,0,0,3,2,1,1,1,1,1,0,1
6852,1,36,307,0,1,5,0,0,2,2,1,1,1,1,5,0,1
6853,2,1,266,0,2,1,6,0,1,1,2,1,2,1,1,0,0
6854,1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0
6855,2,3,266,0,1,4,7,0,1,1,3,3,3,1,1,0,0
6856,2,1,266,0,2,2,7,0,2,1,3,3,2,1,1,0,1
6857,2,2,266,266,1,1,2,5,1,1,2,2,2,2,1,0,1
6858,2,1,266,0,3,1,4,7,2,1,2,2,2,1,3,0,1
6859,1,2,307,0,2,1,2,3,2,2,3,3,3,1,1,0,0
6860,1,3,218,195,2,3,5,7,2,2,3,3,3,1,1,0,1
6861,1,9,78,78,1,1,0,0,3,2,1,1,2,1,1,0,0
6862,2,4,266,0,2,7,0,0,2,1,2,2,1,1,1,100,1
6863,1,2,307,0,3,2,3,0,1,1,2,2,2,1,9,0,0
6864,2,1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,0
6865,1,3,307,0,1,5,0,0,2,1,3,1,2,1,1,0,1
6866,1,3,307,0,2,6,0,0,2,1,1,1,1,1,1,0,1
6867,2,2,265,0,2,1,7,0,1,2,2,1,2,1,1,0,1
6868,1,84,119,0,1,1,6,7,3,2,1,1,2,1,1,0,0
6869,2,4,266,0,2,1,4,7,2,1,2,1,2,1,1,30,0
6870,2,5,266,0,1,4,7,0,1,1,1,1,3,1,1,0,0
6871,1,15,307,0,1,2,5,0,2,1,1,1,1,1,1,0,1
6872,1,6,205,0,3,6,7,0,1,3,2,2,2,1,2,0,0
6873,1,60,103,307,2,1,0,0,2,3,1,1,1,1,1,0,0
6874,1,10,307,307,2,1,2,7,2,1,2,2,2,1,1,0,1
6875,1,6,307,0,2,1,2,0,1,1,1,1,2,1,1,0,1
6876,1,2,307,307,3,1,2,7,2,2,2,1,1,1,6,0,1
6877,1,36,109,307,1,3,0,0,2,2,2,1,1,1,1,0,0
6878,2,2,266,0,2,3,0,0,2,1,2,2,2,1,1,0,1
6879,2,12,265,0,2,1,6,7,2,2,1,1,1,1,1,0,1
6880,2,24,265,0,3,1,2,0,1,2,2,2,2,1,6,0,0
6881,1,72,205,0,2,2,3,7,2,2,3,3,2,1,1,0,0
6882,1,24,179,307,2,5,0,0,1,2,3,1,1,1,1,300,1
6883,1,4,307,0,2,1,2,7,2,1,1,1,2,1,1,0,0
6884,1,64,109,0,1,2,3,4,3,2,1,1,2,1,1,0,0
6885,1,2,307,0,2,2,0,0,1,1,2,2,2,1,1,0,1
6886,1,12,307,0,3,1,2,5,2,2,3,3,3,1,4,0,1
6887,1,60,26,0,1,2,0,0,3,1,3,3,2,2,1,0,0
6888,1,2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,0
6889,1,10,307,109,1,3,0,0,2,2,2,2,2,1,1,0,1
6890,1,12,141,307,1,5,0,0,3,1,3,3,2,1,1,0,0
6891,2,4,299,306,2,6,7,0,1,2,2,2,2,1,1,0,0
6892,2,4,265,0,1,2,7,0,2,2,2,1,3,1,1,0,0
6893,1,3,307,0,2,2,0,0,2,2,1,1,3,1,1,0,1
6894,1,108,205,0,2,2,7,0,1,2,3,1,3,2,1,0,1
6895,1,1,307,0,2,1,2,5,2,1,2,2,2,1,2,0,1
6896,2,3,266,0,1,2,6,7,2,1,1,1,2,1,1,0,0
6897,2,3,299,265,1,3,7,0,1,2,2,1,2,1,1,0,0
6898,2,3,247,243,1,3,5,7,2,1,2,2,2,1,1,0,0
6899,1,3,307,307,2,2,0,0,4,1,1,1,2,1,6,0,0
6900,2,24,266,0,2,1,2,0,2,1,1,1,2,1,1,0,1
6901,2,6,266,0,1,7,0,0,2,1,1,1,2,1,1,0,0
6902,2,4,266,0,1,2,6,0,2,1,2,2,2,1,1,0,0
6903,1,24,205,0,1,6,7,0,1,3,1,1,1,1,1,0,0
6904,2,4,254,0,2,1,2,7,2,2,2,1,2,1,1,50,0
6905,1,1,307,0,3,1,2,5,2,1,2,2,1,1,9,0,0
6906,2,2,266,0,2,1,7,0,2,1,1,1,2,1,1,0,1
6907,1,3,307,0,2,5,7,0,2,1,2,2,2,1,1,0,0
6908,1,36,179,307,2,5,0,0,1,1,1,1,1,1,1,0,0
6909,1,1,307,307,2,5,0,0,2,1,2,1,2,1,5,0,1
6910,1,0,307,0,3,1,2,7,2,1,2,2,2,1,5,0,1
6911,1,72,307,141,1,3,4,7,2,2,3,3,3,1,1,0,1
6912,1,9,307,0,2,2,0,0,1,1,2,2,2,1,2,0,1
6913,1,8,307,307,2,7,0,0,2,1,1,1,1,1,1,0,0
6914,2,5,266,0,2,3,7,0,1,1,2,2,2,1,1,0,1
6915,1,3,307,0,2,1,2,0,1,1,1,1,2,1,1,0,1
6916,2,8,244,300,2,1,2,7,2,1,2,2,1,1,1,0,1
6917,2,36,266,0,2,2,5,0,2,1,1,1,1,1,1,100,1
6918,1,1,307,0,2,1,2,0,3,1,1,1,2,1,1,0,1
6919,1,30,307,0,2,1,7,0,2,1,1,1,1,1,1,80,1
6920,2,4,266,0,2,1,4,7,1,1,1,1,2,1,1,0,1
6921,2,2,303,266,2,1,3,5,1,1,2,1,2,1,1,0,0
6922,1,1,307,0,2,2,5,7,2,2,2,1,2,1,1,0,0
6923,2,6,266,0,3,4,6,7,2,2,3,3,1,1,3,0,1
6924,2,1,265,0,1,1,7,0,1,2,2,2,2,1,1,0,0
6925,2,1,266,0,3,3,4,6,2,1,2,2,2,1,4,0,0
6926,1,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,0
6927,1,12,307,0,1,2,0,0,2,1,1,1,1,1,1,0,1
6928,2,2,266,0,2,5,7,0,1,1,2,1,2,1,1,0,0
6929,1,24,189,0,1,1,2,0,3,1,1,1,1,1,1,0,0
6930,2,2,265,265,3,1,6,7,1,2,2,2,2,1,4,0,0
6931,1,24,195,195,1,6,7,0,1,2,3,3,1,1,1,0,1
6932,2,3,266,0,1,5,0,0,2,1,1,1,1,1,1,50,1
6933,2,3,265,0,3,1,2,7,2,2,2,2,2,1,2,0,0
6934,1,36,78,0,1,1,2,0,3,1,1,1,2,1,1,150,0
6935,2,2,265,266,2,6,0,0,1,2,2,2,1,1,1,0,0
6936,1,3,307,141,1,3,0,0,3,1,1,1,2,1,1,0,0
6937,2,8,266,0,1,1,6,7,2,1,1,1,2,1,1,0,1
6938,1,2,218,307,2,1,3,5,2,2,2,2,2,1,2,0,1
6939,2,7,265,0,2,1,4,7,2,2,1,1,2,1,1,0,1
6940,2,4,266,0,3,1,4,0,2,1,2,1,2,1,3,0,1
6941,2,4,264,0,1,2,0,0,1,3,1,1,2,1,1,0,0
6942,2,5,266,0,3,4,5,7,1,1,2,2,2,1,4,0,1
6943,2,12,264,0,2,1,6,7,2,2,1,1,2,1,1,150,0
6944,1,1,307,0,2,2,0,0,1,1,2,2,3,1,3,0,1
6945,1,1,307,0,2,2,5,7,1,1,2,1,2,1,1,30,0
6946,1,48,76,0,1,1,7,0,2,1,1,1,1,2,1,0,1
6947,1,2,307,307,2,1,4,0,1,1,1,1,3,1,1,0,0
6948,2,1,280,0,2,6,7,0,1,2,3,3,3,2,1,1,0
6949,1,10,60,0,1,2,7,0,1,1,1,1,1,1,1,500,1
6950,1,7,307,0,2,1,0,0,2,1,1,1,1,1,1,0,1
6951,2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,15,0
6952,2,30,299,266,1,3,4,5,2,1,1,1,1,1,1,0,1
6953,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1
6954,2,1,303,0,2,1,6,7,2,1,2,2,2,1,1,0,1
6955,1,2,307,0,1,6,7,0,2,2,2,1,2,1,1,0,0
6956,1,1,307,0,1,1,2,0,2,1,3,3,2,1,1,0,1
6957,1,3,152,0,2,1,2,0,1,1,2,2,2,1,1,100,0
6958,1,1,307,0,3,2,5,7,1,1,2,2,2,1,5,1,0
6959,2,0,266,0,1,3,4,7,1,1,2,2,2,1,1,20,0
6960,1,1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,0
6961,2,1,266,0,2,6,0,0,1,2,2,2,3,2,1,0,0
6962,2,48,283,283,2,1,7,0,2,1,1,1,1,1,1,0,1
6963,2,1,264,266,1,1,7,0,3,2,2,2,2,1,1,0,1
6964,2,12,266,265,3,2,3,7,2,1,2,1,1,1,2,0,1
6965,2,4,266,0,1,3,0,0,2,1,1,1,1,1,1,100,0
6966,1,1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,0
6967,2,3,266,0,1,4,7,0,1,1,1,1,1,1,1,0,1
6968,1,9,307,0,1,1,2,0,2,1,1,1,1,1,1,0,1
6969,1,4,307,218,2,2,7,0,2,2,2,2,2,1,1,0,1
6970,1,24,152,307,1,1,2,0,2,1,1,1,1,2,1,160,1
6971,1,87,205,0,2,2,7,0,1,3,3,3,3,2,1,0,0
6972,2,2,265,266,3,1,6,7,2,2,2,1,2,1,3,0,0
6973,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1
6974,2,2,266,0,3,1,6,7,2,2,2,2,2,1,4,0,0
6975,2,4,299,299,3,1,0,0,2,2,2,2,2,1,3,0,1
6976,1,3,218,307,1,2,7,0,2,1,2,2,2,1,1,0,0
6977,2,1,266,0,1,1,2,5,2,1,2,2,2,1,1,0,0
6978,1,1,307,307,3,1,5,7,2,1,2,1,2,1,3,0,1
6979,2,6,265,265,2,6,7,0,2,1,3,3,3,1,1,0,1
6980,2,4,266,0,1,2,4,7,2,1,2,2,2,1,2,0,0
6981,1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,0
6982,2,3,265,0,2,4,5,7,2,1,3,3,2,1,1,0,1
6983,2,3,285,265,1,3,0,0,1,2,1,1,2,1,1,200,0
6984,1,4,307,0,2,2,7,0,2,1,1,3,2,1,1,0,0
6985,1,48,152,307,2,1,2,0,1,1,1,1,3,1,1,0,1
6986,1,2,307,141,2,2,5,7,2,1,3,3,3,1,3,0,1
6987,2,1,299,306,2,3,7,0,1,1,2,2,2,1,1,0,0
6988,1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,1
6989,1,15,307,128,2,1,7,0,2,1,1,1,1,1,1,0,1
6990,2,7,266,0,1,1,2,0,2,1,2,2,2,2,1,0,0
6991,1,8,307,0,2,1,2,7,2,1,2,2,2,1,1,0,1
6992,1,108,207,0,2,1,2,0,1,3,1,1,1,1,1,0,1
6993,1,2,307,0,3,1,2,0,2,2,2,1,3,1,2,0,1
6994,1,1,39,0,2,1,2,5,2,2,2,2,2,1,1,200,0
